input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,match_status,source_origin_country,source_birth_place,source_current_residence,source_wikidata_id,source_wiki_url,usable_for_network,triage_reason,promotion_source,promotion_reason
Regina Spektor,Regina Spektor,fbb375f9-48bb-4635-824e-4120273b3ba7,US,Person,,auto_accept,Russia,Moscow,New York City,Q229274,https://en.wikipedia.org/wiki/Regina_Spektor,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Julia Volkova,Julia Volkova,209bcf5b-552c-4a2a-8baa-cb490c1a4dfe,RU,Person,ex t.A.T.u,auto_accept,Russia,Moscow,Russia,Q228832,https://en.wikipedia.org/wiki/Julia_Volkova,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Vladimir Ashkenazy,Vladimir Ashkenazy,15a30428-87c4-455b-b7e8-71013237fea0,IS,Person,Russian‐Icelandic conductor and pianist,auto_accept,Russia,Nizhny Novgorod,Iceland,Q157785,https://en.wikipedia.org/wiki/Vladimir_Ashkenazy,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Eva Rivas,Eva Rivas,90549c78-e351-4205-af2a-c1d5c199dbd9,AM,Person,,auto_accept,Russia,Rostov-on-Don,Armenia,Q235880,https://en.wikipedia.org/wiki/Eva_Rivas,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Peter Nalitch,Peter Nalitch,481e697a-2f20-45ed-9f8b-8fed42e573a6,,Person,,auto_accept,Russia,Moscow,Russia,Q313217,https://en.wikipedia.org/wiki/Peter_Nalitch,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Aida Garifullina,Aida Garifullina,c573ad0f-b96b-430b-8568-421508a3c590,RU,Person,,auto_accept,Russia,Kazan,Austria,Q13203005,https://en.wikipedia.org/wiki/Aida_Garifullina,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Tanja Mihhailova-Saar,Tanja Mihhailova,8779914a-76f6-4148-bf96-ede9ff922114,EE,Person,,auto_accept,Russia,Kaliningrad,Estonia,Q7688162,https://en.wikipedia.org/wiki/Tanja_Mihhailova-Saar,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Edgar Froese,Edgar Froese,610a62e8-541b-42e4-a3fe-8dd595be93a8,DE,Person,,auto_accept,Russia,Sovetsk,Berlin,Q505957,https://en.wikipedia.org/wiki/Edgar_Froese,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
MakSim,Maksim,f53b3e36-f4c9-4df4-88ae-99c741e12ef2,HR,Person,Croatian pianist Maksim Mrvica,auto_accept,Russia,Kazan,Russia,Q127252,https://en.wikipedia.org/wiki/MakSim,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Maxim Vengerov,Maxim Vengerov,e7aa41e4-23c2-48ef-a89c-89296edabf41,RU,Person,violinist,auto_accept,Russia,Novosibirsk,Germany,Q441388,https://en.wikipedia.org/wiki/Maxim_Vengerov,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nikolay Ogarev,Nikolay Ogarev,f32ba9b9-4c49-48dd-ac4b-764d70d6c1eb,RU,Person,,auto_accept,Russia,Saint Petersburg,Russian Empire,Q374362,https://en.wikipedia.org/wiki/Nikolay_Ogarev,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Hans Pfitzner,Hans Pfitzner,15a0fda7-75dd-472b-8c51-6e78f99ac510,DE,Person,German composer,auto_accept,Russia,Moscow,Germany,Q57358,https://en.wikipedia.org/wiki/Hans_Pfitzner,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yuri Shatunov,Yuri Shatunov,bcafe7d5-e13d-49d5-a311-425581cfa027,RU,Person,Proper translation available for setlist.fm,auto_accept,Russia,Kumertau,Moscow,Q2028076,https://en.wikipedia.org/wiki/Yuri_Shatunov,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Zara Dolukhanova,Zara Dolukhanova,3130e469-2ef7-46d6-a5bc-7732d0bb2739,SU,Person,Soviet Armenian mezzo-soprano singer,auto_accept,Russia,Moscow,Russia,Q4165121,https://en.wikipedia.org/wiki/Zara_Dolukhanova,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Morgenshtern,MORGENSHTERN,ae97ba5f-e7ed-4ed5-9a53-eba415fc49d4,,Person,"Russian youtuber, rapper",auto_accept,Russia,Ufa,Jerusalem,Q59194713,https://en.wikipedia.org/wiki/Morgenshtern,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Zara,Zara,f977f5e8-3901-4c61-8255-f73486ea5904,TR,Person,Turkish singer,auto_accept,Russia,Saint Petersburg,Russia,Q946406,https://en.wikipedia.org/wiki/Zara_(Russian_singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Olesya Rulin,Olesya Rulin,b9672bb9-4810-46a6-b442-b64211cca597,US,Person,,auto_accept,Russia,Moscow,Russia,Q233463,https://en.wikipedia.org/wiki/Olesya_Rulin,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Aiko,aiko,53e90c12-6ad0-4d1e-ad5b-f2e5d0059946,JP,Person,singer-songwriter Aiko Yanai,auto_accept,Russia,Moscow,Karlovy Vary,Q123775383,https://en.wikipedia.org/wiki/Aiko_(Czech_singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Georg Ots,Georg Ots,4ad0bad8-7ccd-497b-b064-13c8b3f5dbe6,EE,Person,,auto_accept,Russia,Saint Petersburg,Soviet Union,Q1280772,https://en.wikipedia.org/wiki/Georg_Ots,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lidia Isac,Lidia Isac,7b634b56-c2c6-47ef-9c9e-a24edf5fd8cb,,Person,Russian born Moldovan singer,auto_accept,Russia,Saint Petersburg,Moldova,Q22964723,https://en.wikipedia.org/wiki/Lidia_Isac,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Maimuna,Maimuna,758c187b-a4c9-4c46-add2-a3852598be66,,Person,"Swiss? singer, Team Bassment",auto_accept,Russia,Saint Petersburg,Belarus,Q18676754,https://en.wikipedia.org/wiki/Maimuna,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Basta,Basta,dd4cb991-2f44-4690-bdfb-662df0e21b64,DE,Group,German a cappella quintet,auto_accept,Russia,Rostov-on-Don,Russia,Q3986754,https://en.wikipedia.org/wiki/Basta_(rapper),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nicolas Slonimsky,Nicolas Slonimsky,5c1dcdc3-e583-4a2e-8c45-d6001353713e,US,Person,"musicologist, conductor, pianist and composer",auto_accept,Russia,Saint Petersburg,Russian Empire,Q555602,https://en.wikipedia.org/wiki/Nicolas_Slonimsky,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Zivert,Zivert,225712aa-699f-4e77-8547-93dfcdfa5666,RU,Person,,auto_accept,Russia,Moscow,Russia,Q62079006,https://en.wikipedia.org/wiki/Zivert,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Julius Krohn,Julius Krohn,6c482abe-a067-4504-9bf0-7e33348b9bd6,FI,Person,,auto_accept,Russia,Vyborg,Benigno Aquino III,Q1712767,https://en.wikipedia.org/wiki/Julius_Krohn,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Wladimir Kaminer,Wladimir Kaminer,779462a4-8142-4c25-b143-c5719d6371da,DE,Person,,auto_accept,Russia,Moscow,Berlin,Q76946,https://en.wikipedia.org/wiki/Wladimir_Kaminer,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Bob Martin,Bob Martin,0716f478-fdf8-4492-be63-55c8b443ecc0,US,Person,US folk singer-songwriter,auto_accept,Russia,Krasnoyarsk,Austria,Q217120,https://en.wikipedia.org/wiki/Bob_Martin_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
John Kay,John Kay,0d833cff-1f5c-4684-8a4b-200bd96f814a,CA,Person,lead singer of Steppenwolf,auto_accept,Russia,Sovetsk,United States,Q63204,https://en.wikipedia.org/wiki/John_Kay_(musician),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ekaterina Ryabova,Ekaterina Ryabova,a8712ff0-0152-4958-a60e-72e058c6e0da,RU,Person,Russian singer,auto_accept,Russia,Shchyolkovo,Russia,Q972840,https://en.wikipedia.org/wiki/Ekaterina_Ryabova_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Erkki Melartin,Erkki Melartin,5b3f4700-d190-4f70-8f36-9b68e76d9464,FI,Person,Finnish composer,auto_accept,Russia,Priozersk,Helsinki,Q534960,https://en.wikipedia.org/wiki/Erkki_Melartin,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lazar Berman,Lazar Berman,b468084e-d9c2-4350-b85f-6aa81dc07538,RU,Person,pianist,auto_accept,Russia,Saint Petersburg,Italy,Q545764,https://en.wikipedia.org/wiki/Lazar_Berman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Martti Talvela,Martti Talvela,837cdbca-b803-4ecf-adf2-c56020f78785,FI,Person,operatic bass,auto_accept,Russia,Khiytola,Berlin,Q470945,https://en.wikipedia.org/wiki/Martti_Talvela,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nina Kraviz,Nina Kraviz,5dd3cf5b-474d-465a-a539-456d7e125ebc,RU,Person,Russian DJ,auto_accept,Russia,Irkutsk,Russia,Q14829032,https://en.wikipedia.org/wiki/Nina_Kraviz,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Vladimir Romashkin,Vladimir Romashkin,80c03495-914b-4834-92f9-f2d8c3b642c7,,Person,,auto_accept,Russia,Ichalki,Finland,Q4397499,https://en.wikipedia.org/wiki/Vladimir_Romashkin,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Marina Tchebourkina,Marina Tchebourkina,b070ee4d-a0be-4041-af52-d3c1174f55b6,FR,Person,organist,auto_accept,Russia,Moscow,Palace of Versailles,Q18522075,https://en.wikipedia.org/wiki/Marina_Tchebourkina,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Igor Presnyakov,Igor Presnyakov,d0f48c49-9c87-4466-a7d0-0dc62d02f649,NL,Person,,auto_accept,Russia,Moscow,Kingdom of the Netherlands,Q715626,https://en.wikipedia.org/wiki/Igor_Presnyakov,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Andrej Hoteev,Andrej Hoteev,f2b419d4-7f88-45df-83c4-3a5df2cef817,DE,Person,,auto_accept,Russia,Saint Petersburg,Germany,Q502063,https://en.wikipedia.org/wiki/Andrej_Hoteev,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Denis Matsuev,Denis Matsuev,981e0034-de98-4680-9822-9fc3eda40f04,RU,Person,pianist,auto_accept,Russia,Irkutsk,Moscow,Q739505,https://en.wikipedia.org/wiki/Denis_Matsuev,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shlomo Mintz,Shlomo Mintz,e32e635d-ee6e-45c7-bcf3-aad9407dfefa,IL,Person,"violinist, violist and conductor",auto_accept,Russia,Moscow,Israel,Q470457,https://en.wikipedia.org/wiki/Shlomo_Mintz,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ansa Ikonen,Ansa Ikonen,846a55d4-3994-4159-ad38-376188fb2684,FI,Person,Finnish film and theater actress,auto_accept,Russia,Saint Petersburg,Helsinki,Q4770489,https://en.wikipedia.org/wiki/Ansa_Ikonen,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lera Auerbach,Lera Auerbach,7421b42f-0a7a-415b-80d6-2fb88a95743c,US,Person,,auto_accept,Russia,Chelyabinsk,Austria,Q241503,https://en.wikipedia.org/wiki/Lera_Auerbach,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Oxxxymiron,Oxxxymiron,fb2a8279-79cf-4849-b692-1ce674709159,GB,Person,Russian rapper,auto_accept,Russia,Saint Petersburg,Russia,Q4046107,https://en.wikipedia.org/wiki/Oxxxymiron,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Efrem Zimbalist,Efrem Zimbalist,030c725e-f671-4c35-b283-8690ba6f3c4e,RU,Person,,auto_accept,Russia,Rostov-on-Don,Russian Empire,Q614454,https://en.wikipedia.org/wiki/Efrem_Zimbalist,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
George Avakian,George Avakian,a4f7c16a-77bf-433a-be6d-d91ae3b9a13f,US,Person,US 1940–90s record producer,auto_accept,Russia,Armavir,United States,Q1382368,https://en.wikipedia.org/wiki/George_Avakian,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Josef Lhévinne,Josef Lhévinne,cf2fc622-4455-4e4a-b711-d3d0f439dc71,RU,Person,pianist,auto_accept,Russia,Oryol,Berlin,Q951486,https://en.wikipedia.org/wiki/Josef_Lh%C3%A9vinne,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shaman,Shaman,9ff3eacb-c52e-40c6-8f0d-b242b05061f0,BR,Group,progressive power-metal band from Brazil,auto_accept,Russia,Novomoskovsk,Russia,Q112996409,https://en.wikipedia.org/wiki/Shaman_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Dayana Kirillova,Dayana Kirillova,3b3b43d8-22e2-47bc-844d-030f860fed51,,,,auto_accept,Russia,Kazan,Russia,Q13423493,https://en.wikipedia.org/wiki/Dayana_Kirillova,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Polina Bogusevich,Polina Bogusevich,63de9e34-3e2e-472c-8573-40c69f63c62c,RU,Person,,auto_accept,Russia,Moscow,Russia,Q43773905,https://en.wikipedia.org/wiki/Polina_Bogusevich,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Jiva,Jiva,5e6134b1-147d-4f01-8342-041c80e0bff3,US,Group,US deep house/acid jazz group,auto_accept,Russia,Moscow,Azerbaijan,Q138586693,https://en.wikipedia.org/wiki/Jiva_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Origa,ORIGA,b5536488-a4da-4e87-9779-d5351c00729d,JP,Person,Russian singer active in Japan,auto_accept,Russia,Kochenёvo,Tokyo,Q259884,https://en.wikipedia.org/wiki/Origa,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kamaliya,Kamaliya,24f40066-f516-4e92-838f-2a010089aa36,UA,Person,,auto_accept,Russia,Step’,Pakistan,Q2781934,https://en.wikipedia.org/wiki/Kamaliya,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Aulis Sallinen,Aulis Sallinen,30ed19b3-2e06-43b9-a1cc-72ad95e6baa3,FI,Person,Finnish composer,auto_accept,Russia,Salmi,Helsinki,Q542194,https://en.wikipedia.org/wiki/Aulis_Sallinen,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Misia Sert,Misia Sert,f79c72c2-6fe5-4a75-a557-fa3d28805a3e,FR,Person,Polish-French pianist and music patron,auto_accept,Russia,Pushkin,Villa Servais,Q447487,https://en.wikipedia.org/wiki/Misia_Sert,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Albert Coates,Albert Coates,5f060bc5-3118-463a-b889-3c03f479c80b,GB,Person,conductor,auto_accept,Russia,Saint Petersburg,England,Q2595770,https://en.wikipedia.org/wiki/Albert_Coates_(musician),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Larin Paraske,Larin Paraske,a1a9953e-259a-45ee-a792-b458a7e4fd9b,,Person,Finnish folk lyrics,auto_accept,Russia,Q16707549,Gromovo,Q164441,https://en.wikipedia.org/wiki/Larin_Paraske,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Laila Halme,Laila Halme,2b7ee215-2a65-4c7f-8aa7-e720045ab91d,FI,Person,,auto_accept,Russia,Lesogorsky,Finland,Q127321,https://en.wikipedia.org/wiki/Laila_Halme,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Georg Schnéevoigt,Georg Schnéevoigt,13755a51-a59d-47fb-8d00-a34a01ce508a,FI,Person,"conductor, cellist",auto_accept,Russia,Vyborg,Finland,Q133832,https://en.wikipedia.org/wiki/Georg_Schn%C3%A9evoigt,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Noize MC,Noize MC,a0c5737e-da6d-468f-a78e-19146494f1db,RU,Person,,auto_accept,Russia,Yartsevo,Russia,Q2026639,https://en.wikipedia.org/wiki/Noize_MC,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Elena Firsova,Elena Firsova,a21e5f30-9c18-47bb-91f3-9eca2fc5a897,RU,Person,Russian metal bassist,auto_accept,Russia,Saint Petersburg,Moscow,Q264808,https://en.wikipedia.org/wiki/Elena_Firsova,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Armas Järnefelt,Armas Järnefelt,95309762-51f2-4e36-9c49-2709e7cf250e,FI,Person,,auto_accept,Russia,Vyborg,Stockholm,Q767237,https://en.wikipedia.org/wiki/Armas_J%C3%A4rnefelt,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Andre Kostelanetz,André Kostelanetz,58f94ab2-b68f-4647-963d-4b922a91b15b,US,Person,conductor,auto_accept,Russia,Saint Petersburg,Russian Empire,Q1074114,https://en.wikipedia.org/wiki/Andre_Kostelanetz,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nikita Magaloff,Nikita Magaloff,0fbf1500-a8bd-4db2-b372-86d195c69682,RU,Person,pianist,auto_accept,Russia,Saint Petersburg,Russian Soviet Federative Socialist Republic,Q731429,https://en.wikipedia.org/wiki/Nikita_Magaloff,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Alina Ibragimova,Alina Ibragimova,12dfe167-894b-49d8-93f3-f27f68a8163b,RU,Person,violinist,auto_accept,Russia,Polevskoy,Russia,Q466549,https://en.wikipedia.org/wiki/Alina_Ibragimova,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Palina Rojinski,Palina Rojinski,9d1e4c66-81dd-46b9-9595-839a121eda7e,DE,Person,,auto_accept,Russia,Saint Petersburg,Berlin,Q90849,https://en.wikipedia.org/wiki/Palina_Rojinski,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Leo Borchard,Leo Borchard,0620cac4-d10e-45ba-8a9c-8ef7d5b8a23c,DE,Person,conductor,auto_accept,Russia,Moscow,Germany,Q706770,https://en.wikipedia.org/wiki/Leo_Borchard,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Sainkho Namtchylak,Sainkho Namtchylak,b2b97779-e09d-4e76-a0c9-a4c80cf043fa,RU,Person,Tuvan throat singer,auto_accept,Russia,Ulug-Khemsky District,Russia,Q266271,https://en.wikipedia.org/wiki/Sainkho_Namtchylak,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Mot,MOT,77597bcc-690a-4c19-ae5f-1372d0309659,KR,Group,South Korean group,auto_accept,Russia,Krymsk,Russia,Q4289881,https://en.wikipedia.org/wiki/Mot_(rapper),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Igor Khoroshev,Igor Khoroshev,2571dad7-0a84-42ba-9929-e7046aaf888c,RU,Person,,auto_accept,Russia,Moscow,Russia,Q539989,https://en.wikipedia.org/wiki/Igor_Khoroshev,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Alexander Arkhangelsky,Alexander Arkhangelsky,db52d2d3-9730-4f96-ae6c-072268a90ade,RU,Person,Russian oboist,auto_accept,Russia,Mikhailovo-Tezikovo,Russian Empire,Q1929280,https://en.wikipedia.org/wiki/Alexander_Arkhangelsky_(composer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Arcadi Volodos,Arcadi Volodos,9512b75b-0715-40c8-bee0-e8d142058a82,RU,Person,pianist,auto_accept,Russia,Saint Petersburg,Madrid,Q631344,https://en.wikipedia.org/wiki/Arcadi_Volodos,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Slava,Slava,d7ad402f-8855-479e-a0a1-bbcabeafba3f,,Person,US producer Slava Balasanov,auto_accept,Russia,Moscow,Russia,Q512027,https://en.wikipedia.org/wiki/Slava_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ernst Mielck,Ernst Mielck,f50b2b4f-cfba-4feb-94c1-d5621f94e7e4,FI,Person,,auto_accept,Russia,Vyborg,Grand Duchy of Finland,Q4761,https://en.wikipedia.org/wiki/Ernst_Mielck,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Arthur Friedheim,Arthur Friedheim,2a2d33bb-acc2-4ff0-bf80-87fb37477eb8,DE,Person,"Russian-born pianist, 1859-1932",auto_accept,Russia,Saint Petersburg,Germany,Q557478,https://en.wikipedia.org/wiki/Arthur_Friedheim,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Niletto,NILETTO,7175d955-ac2a-434a-81ce-300564b02c20,RU,Person,,auto_accept,Russia,Tyumen,Russia,Q80331200,https://en.wikipedia.org/wiki/Niletto,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Instasamka,Instasamka,7f742d76-39fa-4939-8e41-e5a2e07ce0a0,RU,Person,Russian rapper,auto_accept,Russia,Tobolsk,Moscow,Q99578037,https://en.wikipedia.org/wiki/Instasamka,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Karl Heinrich Barth,Karl Heinrich Barth,695de63f-d20a-4e8f-bba9-2ae645f109a9,DE,Person,,auto_accept,Russia,Baltiysk,Germany,Q64926,https://en.wikipedia.org/wiki/Karl_Heinrich_Barth,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Sasha Strunin,Sasha Strunin,3b5ac5ab-b3f1-4454-aed1-ec935744b7a7,PL,Person,,auto_accept,Russia,Saint Petersburg,Poland,Q466906,https://en.wikipedia.org/wiki/Sasha_Strunin,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Viktor Klimenko,Viktor Klimenko,ef1040da-4cab-4fed-8e78-3ec4749e041e,FI,Person,,auto_accept,Russia,Karelia,Finland,Q1354731,https://en.wikipedia.org/wiki/Viktor_Klimenko_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kongar-ol Ondar,Kongar‐ol Ondar,c241deef-3d84-401e-bf92-a0d7a767ab2e,,Person,,auto_accept,Russia,Iyme,Russia,Q3816355,https://en.wikipedia.org/wiki/Kongar-ool_Ondar,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Aleksey Igudesman,Aleksey Igudesman,737d320a-6460-4fe7-be0b-8cb0780a663c,AT,Person,,auto_accept,Russia,Saint Petersburg,Russia,Q329409,https://en.wikipedia.org/wiki/Aleksey_Igudesman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lev Naumov,Lev Naumov,a20cc149-5c6c-4b9a-939d-93b0979902e6,RU,Person,pianist/composer,auto_accept,Russia,Rostov Veliky,Russia,Q1187114,https://en.wikipedia.org/wiki/Lev_Naumov,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Leonid Kreutzer,Leonid Kreutzer,c472c297-71dc-4e45-b172-14479c3f826e,DE,Person,,auto_accept,Russia,Saint Petersburg,Germany,Q64864,https://en.wikipedia.org/wiki/Leonid_Kreutzer,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yuri Khanon,Yuri Khanon,2b13a216-bd80-456e-b4a6-556879cb1da0,RU,Person,,auto_accept,Russia,Saint Petersburg,Russia,Q1713908,https://en.wikipedia.org/wiki/Yuri_Khanon,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lukas Geniušas,Lukas Geniušas,ae97fe1f-c7f1-435a-9a98-ad02367c9052,LT,Person,pianist,auto_accept,Russia,Moscow,Lithuania,Q93837,https://en.wikipedia.org/wiki/Lukas_Geniu%C5%A1as,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Igor Levit,Igor Levit,2297faf9-2cc0-45c6-bfcf-e9280d640f6d,DE,Person,pianist,auto_accept,Russia,Nizhny Novgorod,Berlin,Q100759,https://en.wikipedia.org/wiki/Igor_Levit,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Olga Kern,Olga Kern,36515b74-9ad7-4879-bd0d-31461a0800b5,US,Person,pianist,auto_accept,Russia,Moscow,Russia,Q443167,https://en.wikipedia.org/wiki/Olga_Kern,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Jerzy Żurawlew,Jerzy Żurawlew,00abd24b-2ef8-4e6b-8680-13c286c9eac5,PL,Person,pianist,auto_accept,Russia,Rostov-on-Don,Poland,Q2534202,https://en.wikipedia.org/wiki/Jerzy_%C5%BBurawlew,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Boris Berman,Boris Berman,a231e945-8fbd-4db5-9c10-e4bade592dc7,RU,Person,pianist,auto_accept,Russia,Moscow,United States,Q2599508,https://en.wikipedia.org/wiki/Boris_Berman_(musician),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Asaf Zeynally,Asəf Zeynallı,9c3acabb-b975-421c-a459-44cee0311658,SU,Person,,auto_accept,Russia,Derbent,Azerbaijan Democratic Republic,Q4190194,https://en.wikipedia.org/wiki/Asaf_Zeynally,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Félia Litvinne,Félia Litvinne,a605e6dc-7481-47fa-a904-aabb185ed0f5,FR,Person,soprano,auto_accept,Russia,Saint Petersburg,France,Q952599,https://en.wikipedia.org/wiki/F%C3%A9lia_Litvinne,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yakov Kreizberg,Yakov Kreizberg,b9c7f17a-5c04-42a3-a243-1ec4f759366e,US,Person,,auto_accept,Russia,Saint Petersburg,Soviet Union,Q944723,https://en.wikipedia.org/wiki/Yakov_Kreizberg,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Sophie Milman,Sophie Milman,bd3deba0-d5f7-4c67-b840-36ce967b035b,CA,Person,,auto_accept,Russia,Ufa,Canada,Q289671,https://en.wikipedia.org/wiki/Sophie_Milman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Sergei Nakariakov,Sergei Nakariakov,9c5524c7-859c-4aa3-a8c8-b4c3f07e4508,FR,Person,trumpeter,auto_accept,Russia,Nizhny Novgorod,Russia,Q1632910,https://en.wikipedia.org/wiki/Sergei_Nakariakov,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Wladimir Vogel,Wladimir Vogel,af4795bc-9b50-445b-a821-2be872be2825,CH,Person,Swiss composer,auto_accept,Russia,Moscow,Ascona,Q115947,https://en.wikipedia.org/wiki/Wladimir_Vogel,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Anna Marly,Anna Marly,17568a47-5686-4d8d-9a1a-71c56a9b11ad,FR,Person,,auto_accept,Russia,Saint Petersburg,France,Q464853,https://en.wikipedia.org/wiki/Anna_Marly,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Capital Bra,Capital Bra,b725da05-6d6e-4a28-b2c4-c639c24fc1cd,DE,Person,German rapper from Berlin,auto_accept,Russia,Siberia,Kleinmachnow,Q24008612,https://en.wikipedia.org/wiki/Capital_Bra,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Viviana Sofronitsky,Viviana Sofronitzky,2aba3834-53b8-49e7-8379-dda0c1d25240,RU,Person,pianist,auto_accept,Russia,Moscow,Canada,Q440486,https://en.wikipedia.org/wiki/Viviana_Sofronitsky,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Vladimir Krainev,Vladimir Krainev,5ebb36c1-218b-4bbe-98b0-d71ab197828e,RU,Person,pianist,auto_accept,Russia,Krasnoyarsk,Russia,Q670381,https://en.wikipedia.org/wiki/Vladimir_Krainev,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
