input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,score,match_status,notes,source_name,source_wikidata_id,source_origin_country,source_birth_place,source_current_residence,source_wiki_url
Adolph Brodsky,Адольф Бродский,b0308f2f-9760-44fa-ac80-489da7cb04d1,RU,Person,Russian violinist,100,review_needed,Candidate is disambiguated and should be checked manually.,Adolph Brodsky,Q365287,Russia,Taganrog,Leipzig,https://en.wikipedia.org/wiki/Adolph_Brodsky
Vyacheslav Butusov,Вячеслав Бутусов,de2f6b7a-9d08-4a16-88c1-68c141e0b0c6,RU,Person,,100,review_needed,Candidate needs manual review.,Vyacheslav Butusov,Q1862092,Russia,Krasnoyarsk,Russia,https://en.wikipedia.org/wiki/Vyacheslav_Butusov
Oksana Pochepa,Оксана Почепа,be14056f-1b8d-404d-94c3-fc5451d1d09d,RU,Person,,100,review_needed,Candidate needs manual review.,Oksana Pochepa,Q2595507,Russia,Rostov-on-Don,Russia,https://en.wikipedia.org/wiki/Oksana_Pochepa
Elena Gnesina,Елена Фабиановна Гнесина,61cf9f18-e34a-4eeb-a4c0-97904993877e,RU,Person,,100,review_needed,Candidate needs manual review.,Elena Gnesina,Q535155,Russia,Rostov-on-Don,Russian Empire,https://en.wikipedia.org/wiki/Elena_Gnesina
Arthur Friedheim,Arthur Friedheim,2a2d33bb-acc2-4ff0-bf80-87fb37477eb8,DE,Person,"Russian-born pianist, 1859-1932",100,auto_accept,Very high score and near-exact name match.,Arthur Friedheim,Q557478,Russia,Saint Petersburg,Germany,https://en.wikipedia.org/wiki/Arthur_Friedheim
Garik Sukachov,Гарик Сукачёв,6b767db3-4655-4aba-9255-21a6b14a6516,RU,Person,,100,review_needed,Candidate needs manual review.,Garik Sukachov,Q1981460,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Garik_Sukachov
Semyon Slepakov,Semyon,97e9448d-2d67-4429-b62a-3a7941621035,,Person,Siberian rapper,100,review_needed,Candidate is disambiguated and should be checked manually.,Semyon Slepakov,Q3718842,Russia,Pyatigorsk,Russia,https://en.wikipedia.org/wiki/Semyon_Slepakov
Niletto,NILETTO,7175d955-ac2a-434a-81ce-300564b02c20,RU,Person,,100,auto_accept,Very high score and near-exact name match.,Niletto,Q80331200,Russia,Tyumen,Russia,https://en.wikipedia.org/wiki/Niletto
Q4231170,,,,,,,no_match,No usable result returned by MusicBrainz.,Q4231170,Q4231170,Russia,Pochep,Portugal,https://en.wikipedia.org/wiki/Roman_Konoplev
Instasamka,Instasamka,7f742d76-39fa-4939-8e41-e5a2e07ce0a0,RU,Person,Russian rapper,100,auto_accept,Very high score and near-exact name match.,Instasamka,Q99578037,Russia,Tobolsk,Moscow,https://en.wikipedia.org/wiki/Instasamka
Yevgeny Krylatov,Yevgeny Sudbin,cfb38fd7-1d90-44ea-ae93-d434a3b72208,GB,Person,Russian-British pianist,100,review_needed,Candidate is disambiguated and should be checked manually.,Yevgeny Krylatov,Q1414578,Russia,Lysva,Russia,https://en.wikipedia.org/wiki/Yevgeny_Krylatov
Karl Heinrich Barth,Karl Heinrich Barth,695de63f-d20a-4e8f-bba9-2ae645f109a9,DE,Person,,100,auto_accept,Very high score and near-exact name match.,Karl Heinrich Barth,Q64926,Russia,Baltiysk,Germany,https://en.wikipedia.org/wiki/Karl_Heinrich_Barth
Sergei Roldugin,Сергей Ролдугин,08ec132a-9e5e-48ca-a9b4-78f24d2faa8a,RU,Person,Russian cellist,100,review_needed,Candidate is disambiguated and should be checked manually.,Sergei Roldugin,Q4396930,Russia,Sakhalin Oblast,Saint Petersburg,https://en.wikipedia.org/wiki/Sergei_Roldugin
Konstantin Orbelyan,Константин Орбелян,18661925-e144-44fb-8053-217f3987bd15,SU,Person,Soviet composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Konstantin Orbelyan,Q2074401,Russia,Armavir,Armenia,https://en.wikipedia.org/wiki/Konstantin_Orbelyan
Ania Bukstein,אניה בוקשטיין,a55cc7c7-8107-4d72-91ce-cfeeb6ee640f,IL,Person,,100,review_needed,Candidate needs manual review.,Ania Bukstein,Q529532,Russia,Moscow,Israel,https://en.wikipedia.org/wiki/Ania_Bukstein
Vladimir Fedoseyev,Владимир Федосеев,e3e47776-394b-4626-9cf4-59842f715f3c,RU,Person,conductor,100,review_needed,Candidate is disambiguated and should be checked manually.,Vladimir Fedoseyev,Q692153,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Vladimir_Fedoseyev
Valery Kipelov,Валерий Кипелов,c0d7624b-720f-424d-b241-261daf19220c,RU,Person,,100,review_needed,Candidate needs manual review.,Valery Kipelov,Q2620486,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Valery_Kipelov
Alexander Barykin,Peter Alexander,1f27d918-b658-4918-aa18-80897433e14b,AT,Person,"Austrian singer, actor, entertainer and showmaster",100,review_needed,Candidate is disambiguated and should be checked manually.,Alexander Barykin,Q2665390,Russia,Beryozovo,Russia,https://en.wikipedia.org/wiki/Alexander_Barykin
Julia Lezhneva,Юлия Лежнева,86d02d7f-f3dc-4619-add9-06b9219a1d92,RU,Person,soprano,100,review_needed,Candidate is disambiguated and should be checked manually.,Julia Lezhneva,Q1998172,Russia,Yuzhno-Sakhalinsk,Russia,https://en.wikipedia.org/wiki/Julia_Lezhneva
Lyudmila Lyadova,Людмила Лядова,eb8dd446-c053-424a-a37f-637dd6fa7357,RU,Person,,100,review_needed,Candidate needs manual review.,Lyudmila Lyadova,Q4272534,Russia,Yekaterinburg,Russia,https://en.wikipedia.org/wiki/Lyudmila_Lyadova
Mikhail Gorsheniov,Mikhail,0fcb4ff5-6384-4497-b796-9d545583c8bd,,,Mikhail Karikis,100,review_needed,Candidate is disambiguated and should be checked manually.,Mikhail Gorsheniov,Q4146025,Russia,Pikalyovo,Russia,https://en.wikipedia.org/wiki/Mikhail_Gorsheniov
Fyokla Bezzubova,,,,,,,no_match,No usable result returned by MusicBrainz.,Fyokla Bezzubova,Q4080900,Russia,Q18170482,Russian Empire,https://en.wikipedia.org/wiki/Fyokla_Bezzubova
Paul Juon,Павел Фёдорович Юон,f886ea9c-b636-4012-a7ea-e0aa8b44adad,RU,Person,Russian-Swiss composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Paul Juon,Q171509,Russia,Moscow,Switzerland,https://en.wikipedia.org/wiki/Paul_Juon
Nikolay Rastorguyev,Николай Расторгуев,914a0e1d-d958-42d1-8519-3fb73a9c063c,RU,Person,,100,review_needed,Candidate needs manual review.,Nikolay Rastorguyev,Q4390600,Russia,Lytkarino,Moscow,https://en.wikipedia.org/wiki/Nikolay_Rastorguyev
Adam Kadyrov,Наиль Кадыров,8a6af7db-a3ee-4a43-bc54-8bd4ef379176,SU,Person,,100,review_needed,Candidate needs manual review.,Adam Kadyrov,Q122967353,Russia,Chechnya,Russia,https://en.wikipedia.org/wiki/Adam_Kadyrov
Ksenia Borodina,Marina Borodina,6c800965-1117-4b9e-82e9-4e91a1259bc3,,,,100,review_needed,Candidate needs manual review.,Ksenia Borodina,Q4094549,Russia,Moscow,Moscow,https://en.wikipedia.org/wiki/Kseniya_Borodina
Timur Rodriguez,Тимур Родригез,67ac44d6-00bc-4c88-a4cf-f7740d80e401,RU,Person,"Russian singer, actor, TV/radio personality",100,review_needed,Candidate is disambiguated and should be checked manually.,Timur Rodriguez,Q2394275,Russia,Penza,Russia,https://en.wikipedia.org/wiki/Timur_Rodriguez
Pavel Kogan,Павел Коган,bbd11205-1344-4638-8294-1a5f29d7d0ef,,Person,violinist/conductor,100,review_needed,Candidate is disambiguated and should be checked manually.,Pavel Kogan,Q1398124,Russia,Moscow,Soviet Union,https://en.wikipedia.org/wiki/Pavel_Kogan_(conductor)
Izabella Yurieva,Изабелла Юрьева,af076b6a-2b77-4930-b657-532c1fba933a,RU,Person,,100,review_needed,Candidate needs manual review.,Izabella Yurieva,Q188070,Russia,Rostov-on-Don,Russia,https://en.wikipedia.org/wiki/Izabella_Yurieva
Sasha Strunin,Sasha Strunin,3b5ac5ab-b3f1-4454-aed1-ec935744b7a7,PL,Person,,100,auto_accept,Very high score and near-exact name match.,Sasha Strunin,Q466906,Russia,Saint Petersburg,Poland,https://en.wikipedia.org/wiki/Sasha_Strunin
Viktor Klimenko,Viktor Klimenko,ef1040da-4cab-4fed-8e78-3ec4749e041e,FI,Person,,100,auto_accept,Very high score and near-exact name match.,Viktor Klimenko,Q1354731,Russia,Karelia,Finland,https://en.wikipedia.org/wiki/Viktor_Klimenko_(singer)
Marina Devyatova,Марина Девятова,682436a6-f12d-480c-8ee0-c3c110106faf,RU,Person,,100,review_needed,Candidate needs manual review.,Marina Devyatova,Q2047105,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Marina_Devyatova
Kongar-ol Ondar,Kongar‐ol Ondar,c241deef-3d84-401e-bf92-a0d7a767ab2e,,Person,,100,auto_accept,Very high score and near-exact name match.,Kongar-ol Ondar,Q3816355,Russia,Iyme,Russia,https://en.wikipedia.org/wiki/Kongar-ool_Ondar
Aleksandr Borisov,Алексей Борисов,00677665-9fb8-4601-b0ce-5bfb21c98a22,RU,Person,,100,review_needed,Candidate needs manual review.,Aleksandr Borisov,Q4093818,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Aleksandr_Borisov_(actor)
Paulina Andreyeva,Paulina Rubio,5938c629-1d06-480b-9780-859b153af11e,MX,Person,,100,review_needed,Candidate needs manual review.,Paulina Andreyeva,Q16272350,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Paulina_Andreeva
Yulianna Karaulova,Юлианна Караулова,9b3846a3-52b7-4886-9fed-5393f98b0b75,RU,Person,,100,review_needed,Candidate needs manual review.,Yulianna Karaulova,Q23656051,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Yulianna_Karaulova
Yevgeni Grishkovetz,Евгений Гришковец,6fbcb9d1-ab71-4347-8765-101811d53778,RU,Person,,100,review_needed,Candidate needs manual review.,Yevgeni Grishkovetz,Q1688694,Russia,Kemerovo,Russia,https://en.wikipedia.org/wiki/Yevgeni_Grishkovetz
Andrey Gubin,Андрей Губин,2ffa08ed-6007-490c-a065-d37e097a3847,RU,Person,,100,review_needed,Candidate needs manual review.,Andrey Gubin,Q83643,Russia,Ufa,Russia,https://en.wikipedia.org/wiki/Andrey_Gubin
Vasily Pashkevich,Василий Пашкевич,9b3c7608-8dfe-4345-9b77-aac6db048273,RU,Person,,100,review_needed,Candidate needs manual review.,Vasily Pashkevich,Q218633,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Vasily_Pashkevich
Nikolai Dobronravov,Николай Добронравов,b242c901-6abe-4252-b8bc-4ded059b53c4,RU,Person,,100,review_needed,Candidate needs manual review.,Nikolai Dobronravov,Q556499,Russia,Saint Petersburg,Soviet Union,https://en.wikipedia.org/wiki/Nikolai_Dobronravov
Aleksey Igudesman,Aleksey Igudesman,737d320a-6460-4fe7-be0b-8cb0780a663c,AT,Person,,100,auto_accept,Very high score and near-exact name match.,Aleksey Igudesman,Q329409,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Aleksey_Igudesman
