name,wikidata_id,origin_country,birth_place,current_residence,wiki_url
Dmitri Kitayenko,Q664572,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Dmitri_Kitayenko
Dilbar Abdurahmonova,Q4054642,Russia,Moscow,Soviet Union,https://en.wikipedia.org/wiki/Dilbar_Abdurahmonova
Netta Barzilai,Q48654131,Israel,Hod HaSharon,Tel Aviv,https://en.wikipedia.org/wiki/Netta_Barzilai
Dana International,Q201204,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Dana_International
Ofra Haza,Q111087,Israel,Hatikva Quarter,Israel,https://en.wikipedia.org/wiki/Ofra_Haza
Gene Simmons,Q207197,Israel,Tirat Carmel,New York City,https://en.wikipedia.org/wiki/Gene_Simmons
Itzhak Perlman,Q215905,Israel,Jaffa,New York City,https://en.wikipedia.org/wiki/Itzhak_Perlman
Harel Skaat,Q276295,Israel,Kfar Saba,Israel,https://en.wikipedia.org/wiki/Harel_Skaat
Chaim Topol,Q319133,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Chaim_Topol
"Achinoam ""Noa"" Nini",Q340527,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Noa_(singer)
Eden Golan,Q81436819,Israel,Kfar Saba,Israel,https://en.wikipedia.org/wiki/Eden_Golan
Noa Kirel,Q43139030,Israel,Ra'anana,Israel,https://en.wikipedia.org/wiki/Noa_Kirel
Hillel Slovak,Q186924,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Hillel_Slovak
Mira Awad,Q236056,Israel,Rameh,London,https://en.wikipedia.org/wiki/Mira_Awad
Sarit Hadad,Q466767,Israel,Afula,Israel,https://en.wikipedia.org/wiki/Sarit_Hadad
Yuval Raphael,Q131856689,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Yuval_Raphael
Izhar Cohen,Q460148,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Izhar_Cohen
Eden Alene,Q64775156,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Eden_Alene
Yasmin Levy,Q298202,Israel,Jerusalem,Serbia,https://en.wikipedia.org/wiki/Yasmin_Levy
Mei Finegold,Q6809922,Israel,Rishon LeZion,Israel,https://en.wikipedia.org/wiki/Mei_Finegold
Bo'az Ma'uda,Q319142,Israel,Eliakim,Israel,https://en.wikipedia.org/wiki/Boaz_Ma%27uda
Pinchas Zukerman,Q346204,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Pinchas_Zukerman
Shiri Maimon,Q266578,Israel,Kiryat Chaim,Israel,https://en.wikipedia.org/wiki/Shiri_Maimon
Ari Folman,Q653645,Israel,Haifa,Haifa,https://en.wikipedia.org/wiki/Ari_Folman
Gali Atari,Q231654,Israel,Rehovot,Israel,https://en.wikipedia.org/wiki/Gali_Atari
Moran Mazor,Q6495231,Israel,Holon,Israel,https://en.wikipedia.org/wiki/Moran_Mazor
Imri Ziv,Q28768280,Israel,Hod HaSharon,Israel,https://en.wikipedia.org/wiki/Imri_Ziv
Tali Golergant,Q121306325,Israel,Jerusalem,Luxembourg,https://en.wikipedia.org/wiki/Tali_Golergant
Yitzhak Yedid,Q2006195,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Yitzhak_Yedid
Odeya Rush,Q3647258,Israel,Haifa,Los Angeles,https://en.wikipedia.org/wiki/Odeya_Rush
Inbar Lavi,Q13560257,Israel,Ramat Gan,Israel,https://en.wikipedia.org/wiki/Inbar_Lavi
Hovi Star,Q23000844,Israel,Kiryat Ata,Israel,https://en.wikipedia.org/wiki/Hovi_Star
Kobi Marimi,Q61711466,Israel,Ramat Gan,Tel Aviv,https://en.wikipedia.org/wiki/Kobi_Marimi
Naomi Shemer,Q238719,Israel,Kvutzat Kinneret,Israel,https://en.wikipedia.org/wiki/Naomi_Shemer
Alona Tal,Q263433,Israel,Herzliya,Israel,https://en.wikipedia.org/wiki/Alona_Tal
Arik Einstein,Q509660,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Arik_Einstein
Ronit Elkabetz,Q455824,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Ronit_Elkabetz
Michael Ben David,Q110822290,Israel,Ashkelon,Ramat Gan,https://en.wikipedia.org/wiki/Michael_Ben_David
Assi Dayan,Q609095,Israel,Nahalal,Israel,https://en.wikipedia.org/wiki/Assi_Dayan
Daliah Lavi,Q274158,Israel,Shavei Tzion,Israel,https://en.wikipedia.org/wiki/Daliah_Lavi
Ivry Gitlis,Q442010,Israel,Haifa,Paris,https://en.wikipedia.org/wiki/Ivry_Gitlis
Idan Raichel,Q1772804,Israel,Kfar Saba,Israel,https://en.wikipedia.org/wiki/Idan_Raichel
Inon Zur,Q933777,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Inon_Zur
Esther Ofarim,Q270374,Israel,Safed,Germany,https://en.wikipedia.org/wiki/Esther_Ofarim
Ilanit,Q274743,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Ilanit
Avishai Cohen,Q388320,Israel,Kabri,Israel,https://en.wikipedia.org/wiki/Avishai_Cohen_(bassist)
Keren Ann,Q262294,Israel,Caesarea,Israel,https://en.wikipedia.org/wiki/Keren_Ann
Ivri Lider,Q716158,Israel,Givat Haim (Ihud),Israel,https://en.wikipedia.org/wiki/Ivri_Lider
Yardena Arazi,Q266563,Israel,Kabri,Israel,https://en.wikipedia.org/wiki/Yardena_Arazi
Noam Bettan,Q117355818,Israel,Ra'anana,Israel,https://en.wikipedia.org/wiki/Noam_Bettan
Aviv Geffen,Q733103,Israel,Ramat Gan,Israel,https://en.wikipedia.org/wiki/Aviv_Geffen
Rim Banna,Q2736035,Israel,Nazareth,Occupied Palestinian territories,https://en.wikipedia.org/wiki/Rim_Banna
Asaf Avidan,Q259788,Israel,Jerusalem,Pesaro,https://en.wikipedia.org/wiki/Asaf_Avidan
Ninet Tayeb,Q444518,Israel,Kiryat Gat,Israel,https://en.wikipedia.org/wiki/Ninet_Tayeb
Tal,Q453841,Israel,Pardes Hanna-Karkur,France,https://en.wikipedia.org/wiki/Tal_(singer)
Lior Narkis,Q1494846,Israel,Holon,Israel,https://en.wikipedia.org/wiki/Lior_Narkis
Eliahu Inbal,Q695465,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Eliahu_Inbal
Hana Laszlo,Q287420,Israel,Jaffa,Israel,https://en.wikipedia.org/wiki/Hana_Laszlo
Dafna Dekel,Q455888,Israel,Ashdod,Israel,https://en.wikipedia.org/wiki/Dafna_Dekel
Shlomo Artzi,Q966848,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Shlomo_Artzi
Yaël Abecassis,Q460358,Israel,Ashkelon,Israel,https://en.wikipedia.org/wiki/Yael_Abecassis
Kamilya Jubran,Q1349848,Israel,Acre,France,https://en.wikipedia.org/wiki/Kamilya_Jubran
Rika Zaraï,Q2029078,Israel,Jerusalem,France,https://en.wikipedia.org/wiki/Rika_Zara%C3%AF
Ishtar,Q2048477,Israel,Kiryat Ata,France,https://en.wikipedia.org/wiki/Ishtar_(singer)
Juliano Mer-Khamis,Q455584,Israel,Nazareth,Palestine,https://en.wikipedia.org/wiki/Juliano_Mer-Khamis
Borgore,Q50674,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Borgore
Miri Ben-Ari,Q269916,Israel,Tel Aviv,United States,https://en.wikipedia.org/wiki/Miri_Ben-Ari
Elyanna,Q108124205,Israel,Nazareth,Israel,https://en.wikipedia.org/wiki/Elyanna
Carmela Corren,Q442706,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Carmela_Corren
Yafa Yarkoni,Q579498,Israel,Givatayim,Israel,https://en.wikipedia.org/wiki/Yafa_Yarkoni
Eyal Golan,Q1382405,Israel,Rehovot,Israel,https://en.wikipedia.org/wiki/Eyal_Golan
Yon Tumarkin,Q9097151,Israel,Jaffa,Israel,https://en.wikipedia.org/wiki/Yon_Tumarkin
David D'Or,Q1174277,Israel,Holon,Israel,https://en.wikipedia.org/wiki/David_D%27Or
Mor Karbasi,Q462158,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Mor_Karbasi
Nurit Hirsh,Q2891207,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Nurit_Hirsh
Armand Amar,Q2659446,Israel,Jerusalem,France,https://en.wikipedia.org/wiki/Armand_Amar
Oren Lavie,Q532331,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Oren_Lavie
Ehud Manor,Q603114,Israel,Binyamina-Giv'at Ada,Israel,https://en.wikipedia.org/wiki/Ehud_Manor
Haim Gouri,Q2661005,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Haim_Gouri
Cemal Reşit Rey,Q1053284,Israel,Jerusalem,Ottoman Empire,https://en.wikipedia.org/wiki/Cemal_Re%C5%9Fit_Rey
Gilad Atzmon,Q1389497,Israel,Tel Aviv,London,https://en.wikipedia.org/wiki/Gilad_Atzmon
Rucka Rucka Ali,Q3446620,Israel,Jerusalem,United States,https://en.wikipedia.org/wiki/Rucka_Rucka_Ali
Ohad Naharin,Q733785,Israel,kibbutz,Israel,https://en.wikipedia.org/wiki/Ohad_Naharin
Offer Nissim,Q2539564,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Offer_Nissim
Eddie Butler,Q1282716,Israel,Dimona,Israel,https://en.wikipedia.org/wiki/Eddie_Butler_(singer)
Dalal Abu Amneh,Q7015528,Israel,Nazareth,Israel,https://en.wikipedia.org/wiki/Dalal_Abu_Amneh
Nasrin Kadri,Q19894291,Israel,Lod,Israel,https://en.wikipedia.org/wiki/Nasrin_Kadri
Abi Ofarim,Q320813,Israel,Safed,Israel,https://en.wikipedia.org/wiki/Abi_Ofarim
Keren Peles,Q466518,Israel,Yavne'el,Israel,https://en.wikipedia.org/wiki/Keren_Peles
Lahav Shani,Q41505182,Israel,Tel Aviv,Berlin,https://en.wikipedia.org/wiki/Lahav_Shani
Israel Yinon,Q1674626,Israel,Kfar Saba,Israel,https://en.wikipedia.org/wiki/Israel_Yinon
Yoav,Q995592,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Yoav_(musician)
Noam Sheriff,Q542264,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Noam_Sheriff
Subliminal,Q657013,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Subliminal_(rapper)
Meir Banai,Q12408754,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Meir_Banai
Zohar Argov,Q258991,Israel,Rishon LeZion,Israel,https://en.wikipedia.org/wiki/Zohar_Argov
Pnina Rosenblum,Q2890097,Israel,Petah Tikva,Jerusalem,https://en.wikipedia.org/wiki/Pnina_Rosenblum
Noa Tishby,Q7045290,Israel,Tel Aviv,Los Angeles,https://en.wikipedia.org/wiki/Noa_Tishby
Sharon Bezaly,Q269852,Israel,Tel Aviv,Sweden,https://en.wikipedia.org/wiki/Sharon_Bezaly
Aviv Alush,Q6909125,Israel,Karmiel,Israel,https://en.wikipedia.org/wiki/Aviv_Alush
Shlomi Shabat,Q349662,Israel,Yehud,Israel,https://en.wikipedia.org/wiki/Shlomi_Shabat
Uzi Hitman,Q2915715,Israel,Giv'at Shmuel,Israel,https://en.wikipedia.org/wiki/Uzi_Hitman
Chaya Czernowin,Q450870,Israel,Kiryat Chaim,San Diego,https://en.wikipedia.org/wiki/Chaya_Czernowin
Riff Cohen,Q3431891,Israel,Tel Aviv,Ramat Aviv,https://en.wikipedia.org/wiki/Riff_Cohen
Q2056096,Q2056096,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Shuki_Levy
Miri Mesika,Q441232,Israel,Herzliya,Israel,https://en.wikipedia.org/wiki/Miri_Mesika
Tal Sondak,Q549642,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Tal_Sondak
Yehoram Gaon,Q2091045,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Yehoram_Gaon
Aki Avni,Q2906794,Israel,Rehovot,Israel,https://en.wikipedia.org/wiki/Aki_Avni
Liraz Charhi,Q7047702,Israel,Ramla,Israel,https://en.wikipedia.org/wiki/Liraz_Charhi
Eden Ben Zaken,Q28053146,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Eden_Ben_Zaken
Dennis Lloyd,Q51033104,Israel,Tel Aviv,Portugal,https://en.wikipedia.org/wiki/Dennis_Lloyd
David Broza,Q731076,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/David_Broza
Yehonatan Geffen,Q2911403,Israel,Nahalal,Israel,https://en.wikipedia.org/wiki/Yehonatan_Geffen
Shalom Hanoch,Q2436563,Israel,Mishmarot,Israel,https://en.wikipedia.org/wiki/Shalom_Hanoch
Amal Murkus,Q452646,Israel,Kafr Yasif,Israel,https://en.wikipedia.org/wiki/Amal_Murkus
Saint Levant,Q116663665,Israel,Jerusalem,Los Angeles,https://en.wikipedia.org/wiki/Saint_Levant
Kobi Oshrat,Q2898703,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Kobi_Oshrat
Ilan Chester,Q2918727,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Ilan_Chester
Sharon Kam,Q273058,Israel,Haifa,Germany,https://en.wikipedia.org/wiki/Sharon_Kam
Marie Ortal Malka,Q453532,Israel,Israel,France,https://en.wikipedia.org/wiki/Marie_Ortal_Malka
Shimon Gershon,Q2916684,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Shimon_Gershon
Uri Katzenstein,Q20392101,Israel,Tel Aviv,University of Haifa,https://en.wikipedia.org/wiki/Uri_Katzenstein
Sara Levi-Tanai,Q546295,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Sara_Levi-Tanai
Suki Lahav,Q1275103,Israel,Ayelet HaShahar,Israel,https://en.wikipedia.org/wiki/Suki_Lahav
Yossi Banai,Q2249325,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Yossi_Banai
Sarai Givaty,Q2892732,Israel,Tiberias,Israel,https://en.wikipedia.org/wiki/Sarai_Givaty
Shuli Rand,Q2911752,Israel,Bnei Brak,Israel,https://en.wikipedia.org/wiki/Shuli_Rand
Dotan,Q2789859,Israel,Jerusalem,Kingdom of the Netherlands,https://en.wikipedia.org/wiki/Dotan_(singer)
Yaakov Shabtai,Q2916906,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Yaakov_Shabtai
Samira Saraya,Q30527170,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Samira_Saraya
Doron Medalie,Q12405768,Israel,Ramat HaSharon,Israel,https://en.wikipedia.org/wiki/Doron_Medalie
Yair Dalal,Q1396147,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Yair_Dalal
Anat Cohen,Q168116,Israel,Tel Aviv,New York City,https://en.wikipedia.org/wiki/Anat_Cohen
Matt Haimovitz,Q2900830,Israel,Bat Yam,Canada,https://en.wikipedia.org/wiki/Matt_Haimovitz
Shulamit Ran,Q1889606,Israel,Tel Aviv,United States,https://en.wikipedia.org/wiki/Shulamit_Ran
Ohan Durian,Q2087820,Israel,Jerusalem,Armenia,https://en.wikipedia.org/wiki/Ohan_Durian
Yaron Herman,Q966881,Israel,Tel Aviv,Paris,https://en.wikipedia.org/wiki/Yaron_Herman
Matti Caspi,Q2910872,Israel,Hanita,Israel,https://en.wikipedia.org/wiki/Matti_Caspi
Pnina Salzman,Q1972935,Israel,Tel Aviv,Tel Aviv University,https://en.wikipedia.org/wiki/Pnina_Salzman
Shai Maestro,Q3481238,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Shai_Maestro
Kobi Arad,Q28465757,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Kobi_Arad
Efrat Gosh,Q182083,Israel,Herzliya,Israel,https://en.wikipedia.org/wiki/Efrat_Gosh
Meital Dohan,Q431393,Israel,Givatayim,Israel,https://en.wikipedia.org/wiki/Meital_Dohan
Dana Ivgy,Q528853,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Dana_Ivgy
Bracha Tzfira,Q2909834,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Bracha_Zefira
Michal Yannai,Q6835849,Israel,Ramat Gan,Athens,https://en.wikipedia.org/wiki/Michal_Yannai
Avishai Cohen,Q2898115,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Avishai_Cohen_(trumpeter)
Rivka Golani,Q1993134,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Rivka_Golani
Aya Korem,Q444841,Israel,Nof HaGalil,Israel,https://en.wikipedia.org/wiki/Aya_Korem
Liel Kolet,Q446072,Israel,Kvutzat Kinneret,Israel,https://en.wikipedia.org/wiki/Liel_Kolet
Etti Ankri,Q467369,Israel,Lod,Israel,https://en.wikipedia.org/wiki/Etti_Ankri
Moti Giladi,Q1641796,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Moti_Giladi
Moshe Peretz,Q2902995,Israel,Tiberias,Israel,https://en.wikipedia.org/wiki/Moshe_Peretz
Mosh Ben-Ari,Q2906427,Israel,Afula,Israel,https://en.wikipedia.org/wiki/Mosh_Ben-Ari
Yoni Bloch,Q1986182,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Yoni_Bloch
Roy Arad,Q2916282,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Roy_Arad
Avihu Medina,Q4828830,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Avihu_Medina
Yaron London,Q5870601,Israel,Tel Aviv,Tel Aviv,https://en.wikipedia.org/wiki/Yaron_London
Kutiman,Q939843,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Kutiman
Yoram Taharlev,Q16131043,Israel,Yagur,Israel,https://en.wikipedia.org/wiki/Yoram_Taharlev
Noga Erez,Q40856678,Israel,Tel Aviv,Tel Aviv,https://en.wikipedia.org/wiki/Noga_Erez
Omer Avital,Q2023299,Israel,Givatayim,Israel,https://en.wikipedia.org/wiki/Omer_Avital
Omer Meir Wellber,Q2023318,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Omer_Meir_Wellber
Yehuda Poliker,Q2911185,Israel,Kiryat Chaim,Israel,https://en.wikipedia.org/wiki/Yehuda_Poliker
Noam Kaniel,Q2897062,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Noam_Kaniel
Yoav Talmi,Q2918939,Israel,Merhavia,Israel,https://en.wikipedia.org/wiki/Yoav_Talmi
Miriam Toukan,Q6873436,Israel,I'billin,Haifa,https://en.wikipedia.org/wiki/Miriam_Toukan
Yigal Bashan,Q16129085,Israel,Nachlat Yehudah,Israel,https://en.wikipedia.org/wiki/Yigal_Bashan
Tamer Nafar,Q7681149,Israel,Lod,Israel,https://en.wikipedia.org/wiki/Tamer_Nafar
Asher Fisch,Q2866498,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Asher_Fisch
Ilan Volkov,Q1658306,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Ilan_Volkov
Uri Segal,Q1978130,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Uri_Segal
Riki Gal,Q545772,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Riki_Gal
Haim Moshe,Q1569294,Israel,Ramat HaSharon,Israel,https://en.wikipedia.org/wiki/Haim_Moshe
Sarai Tzuriel,Q2224556,Israel,Kfar Yehoshua,Israel,https://en.wikipedia.org/wiki/Sarai_Tzuriel
Yousef Sweid,Q2907443,Israel,Haifa,Berlin,https://en.wikipedia.org/wiki/Yousef_Sweid
Sofi Tsedaka,Q2908527,Israel,Holon,Israel,https://en.wikipedia.org/wiki/Sofi_Tsedaka
Chen Aharoni,Q1825089,Israel,Holon,Israel,https://en.wikipedia.org/wiki/Chen_Aharoni
Liora,Q1827317,Israel,Ashkelon,Israel,https://en.wikipedia.org/wiki/Liora_(singer)
Dudu Fisher,Q2783534,Israel,Petah Tikva,Israel,https://en.wikipedia.org/wiki/Dudu_Fisher
Zehava Ben,Q2920291,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Zehava_Ben
Rivka Michaeli,Q4127724,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Rivka_Michaeli
Dafna Rechter,Q7008318,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Dafna_Rechter
Assaf Gavron,Q7065167,Israel,Arad,Israel,https://en.wikipedia.org/wiki/Assaf_Gavron
Ofer Levy,Q16133125,Israel,Kiryat Ata,Israel,https://en.wikipedia.org/wiki/Ofer_Levi
Shimon Adaf,Q346816,Israel,Sderot,Israel,https://en.wikipedia.org/wiki/Shimon_Adaf
Michal Bat-Adam,Q6988917,Israel,Afula,Haifa,https://en.wikipedia.org/wiki/Michal_Bat-Adam
Pierre Dulaine,Q1387509,Israel,Jaffa,Ireland,https://en.wikipedia.org/wiki/Pierre_Dulaine
Avner Dorman,Q120785,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Avner_Dorman
Dana Berger,Q433246,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Dana_Berger
Lior Shambadal,Q382330,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Lior_Shambadal
Meir Ariel,Q2910806,Israel,Mishmarot,Israel,https://en.wikipedia.org/wiki/Meir_Ariel
Boaz Sharabi,Q2920270,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Boaz_Sharabi
Ariel Zilber,Q4790480,Israel,Tel Aviv,Gitit,https://en.wikipedia.org/wiki/Ariel_Zilber
Yehudit Ravitz,Q545752,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Yehudit_Ravitz
Assaf Amdursky,Q4808345,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Assaf_Amdursky
Nathan Goshen,Q6583345,Israel,Lod,Israel,https://en.wikipedia.org/wiki/Nathan_Goshen
Dror Feiler,Q1260343,Israel,Tel Aviv,Stockholm,https://en.wikipedia.org/wiki/Dror_Feiler
Ofra Harnoy,Q2627757,Israel,Hadera,Canada,https://en.wikipedia.org/wiki/Ofra_Harnoy
Avi Avital,Q2917858,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Avi_Avital
Arie Vardi,Q3622545,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Arie_Vardi
Eviatar Banai,Q5418308,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Eviatar_Banai
Ehud Banai,Q5348678,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Ehud_Banai
Yair Rosenblum,Q8046985,Israel,Tel Aviv,Beit HaShita,https://en.wikipedia.org/wiki/Yair_Rosenblum
Nami Melumad,Q16341114,Israel,Ramat Gan,Israel,https://en.wikipedia.org/wiki/Nami_Melumad
Dan Ettinger,Q1159060,Israel,Holon,Israel,https://en.wikipedia.org/wiki/Dan_Ettinger
Daniel Oren,Q2294327,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Daniel_Oren
Anat Atzmon,Q487272,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Anat_Atzmon
Ilana Eliya,Q541734,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Ilana_Eliya
Yehonathan Gatro,Q1281090,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Yeho
Miri Aloni,Q1708957,Israel,Givatayim,Israel,https://en.wikipedia.org/wiki/Miri_Aloni
Maya Bouskilla,Q2078758,Israel,Netanya,Israel,https://en.wikipedia.org/wiki/Maya_Bouskilla
Hani Furstenberg,Q5648161,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Hani_Furstenberg
Linet,Q6082980,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Linet
Naomi Polani,Q6964682,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Naomi_Polani
Tomer Yosef,Q7061145,Israel,Kfar Saba,Israel,https://en.wikipedia.org/wiki/Tomer_Yosef
Zohar Strauss,Q8073451,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Zohar_Strauss
Daniella Pick,Q32947601,Israel,Ramat HaSharon,Israel,https://en.wikipedia.org/wiki/Daniella_Pick
Motty Steinmets,Q42306376,Israel,Rehovot,Israel,https://en.wikipedia.org/wiki/Motty_Steinmetz
Jonatan Mergui,Q56651641,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Jonathan_Mergui
Ilana Rovina,Q100627627,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Ilana_Rovina
Nir Zidkyahu,Q377187,Israel,Rishon LeZion,Israel,https://en.wikipedia.org/wiki/Nir_Z
Rosi Golan,Q509181,Israel,Netanya,United States,https://en.wikipedia.org/wiki/Rosi_Golan
Michael Moshonov,Q6832937,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Michael_Moshonov
Roni Dalumi,Q2898233,Israel,Beersheba,Omer,https://en.wikipedia.org/wiki/Roni_Daloomi
Dudu Aharon,Q5312086,Israel,Kiryat Ekron,Israel,https://en.wikipedia.org/wiki/Dudu_Aharon
Eliad Nachum,Q6741400,Israel,Bat Yam,Israel,https://en.wikipedia.org/wiki/Eliad_Nachum
Amos Meller,Q1052323,Israel,Ein HaHoresh,Israel,https://en.wikipedia.org/wiki/Amos_Meller
Didi Menussi,Q12405787,Israel,Geva,Israel,https://en.wikipedia.org/wiki/Didi_Menosi
Yossi Green,Q10956727,Israel,Israel,United States,https://en.wikipedia.org/wiki/Yossi_Green
Roni Ben-Hur,Q7365688,Israel,Dimona,Teaneck,https://en.wikipedia.org/wiki/Roni_Ben-Hur
Wissam Joubran,Q1624878,Israel,Nazareth,Israel,https://en.wikipedia.org/wiki/Wissam_Joubran
Avi Benedi,Q23640839,Israel,Israel,Bulgaria,https://en.wikipedia.org/wiki/Avi_Benedi
David Greilsammer,Q519901,Israel,Jerusalem,Jerusalem,https://en.wikipedia.org/wiki/David_Greilsammer
Benjamin Rawitz-Castel,Q792948,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Benjamin_Rawitz-Castel
Yoni Rechter,Q2910061,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Yoni_Rechter
Aner Shapira,Q123463731,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Killing_of_Aner_Shapira
Amir Benayoun,Q2920263,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Amir_Benayoun
Hofesh Shechter,Q3139052,Israel,Jerusalem,Jerusalem,https://en.wikipedia.org/wiki/Hofesh_Shechter
Dani Litani,Q3701528,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Dani_Litani
Nitai Hershkovits,Q19667178,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Nitai_Hershkovits
Dov Yermiya,Q5302375,Israel,Beit Gan,Eilon,https://en.wikipedia.org/wiki/Dov_Yermiya
Meytal Cohen,Q1176409,Israel,Ramat Gan,Israel,https://en.wikipedia.org/wiki/Meytal_Cohen
Adam Ben Ezra,Q20738970,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Adam_Ben_Ezra
Eden Hason,Q57261031,Israel,Pardes Hanna-Karkur,Israel,https://en.wikipedia.org/wiki/Eden_Hason
Avi Ostrowsky,Q2897240,Israel,Givatayim,Israel,https://en.wikipedia.org/wiki/Avi_Ostrowsky
David Shallon,Q1176612,Israel,Tel Aviv,Düsseldorf,https://en.wikipedia.org/wiki/David_Shallon
Aderet,Q503797,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Aderet_(singer)
Roni Duani,Q528717,Israel,Rishon LeZion,Israel,https://en.wikipedia.org/wiki/Roni_Duani
Gad Elbaz,Q2910504,Israel,Rehovot,United States,https://en.wikipedia.org/wiki/Gad_Elbaz
